user_id,event_id,platform,date,action,session_id,url
1d196d48-da64-43e0-84bc-bb9279ecf7d0,cf385eae-388a-4811-895e-2ed739643cd2,ios,06-02-2023 04:03:58,view,cf385eae-388a-4811-895e-2ed739643cd2,https://databricks.com/
34120c72-87ab-4056-ad1a-df5ce988656b,665ddad3-a90f-4df6-a2b7-c830a9913983,ios,06-07-2023 05:12:45,view,665ddad3-a90f-4df6-a2b7-c830a9913983,https://databricks.com/category/explore/index.php
262ef5fc-9597-4f6f-ba2f-70c14ea7d614,98c1b38d-71f1-42ae-8ba1-9acc5159488d,ios,06-04-2023 16:55:26,view,98c1b38d-71f1-42ae-8ba1-9acc5159488d,https://databricks.com/register/
57d59691-7b14-4ad3-98d4-17236d30b27b,5303d781-9b74-465f-8824-dda6c90d3695,other,06-01-2023 10:42:53,click,5303d781-9b74-465f-8824-dda6c90d3695,https://databricks.com/
0291a59d-2df3-4723-8e57-2d518533217b,4840da5f-5713-483a-ad2e-c6806faa986f,ios,06-02-2023 01:46:00,view,4840da5f-5713-483a-ad2e-c6806faa986f,https://databricks.com/search/category/homepage/
8bf96a02-6b15-40d7-a5ae-8ad842776d75,0d771117-4166-4038-bf9a-3799469b9ba9,android,06-06-2023 20:54:21,log,0d771117-4166-4038-bf9a-3799469b9ba9,https://databricks.com/
433c127e-6ccb-4aa8-9eed-f23c4ca4d524,0f259f60-1cb1-4713-a6ba-82fec1ede122,other,06-03-2023 16:08:34,click,0f259f60-1cb1-4713-a6ba-82fec1ede122,https://databricks.com/main/
31ca1259-d795-4dad-a3b4-dfecab0d0fdd,f39431aa-2da4-4dc8-8f5a-c2488eb039c8,other,06-04-2023 02:06:29,click,f39431aa-2da4-4dc8-8f5a-c2488eb039c8,https://databricks.com/
11f4e578-ea63-4ceb-93c1-06dd9dbb0ec5,3f516572-fc1a-4b3c-8006-5cb691b2780e,other,06-07-2023 16:13:11,click,3f516572-fc1a-4b3c-8006-5cb691b2780e,https://databricks.com/homepage/
9cdf4b79-496c-4231-a277-ca4b9126a814,ad2216d1-bc97-4dc0-a087-2dd5730fdcd1,ios,06-02-2023 09:09:40,view,ad2216d1-bc97-4dc0-a087-2dd5730fdcd1,https://databricks.com/terms/
c289d5de-f070-4019-a131-23e3b4473a9e,7c87a9e3-044b-4352-9f0d-a4a9c99f0ed0,ios,06-03-2023 21:06:16,view,7c87a9e3-044b-4352-9f0d-a4a9c99f0ed0,https://databricks.com/privacy.htm
839e7cea-2e61-44f6-8e38-31394d209d41,b6055e90-4402-4dda-81b9-b1c70bc706f4,ios,06-06-2023 05:04:49,view,b6055e90-4402-4dda-81b9-b1c70bc706f4,https://databricks.com/blog/category/category/
5e58a036-c2e0-4cd0-8b38-c8b3d0d9292f,9c896261-9349-4fb6-aacd-5d2f89d6cd53,other,06-05-2023 01:11:31,click,9c896261-9349-4fb6-aacd-5d2f89d6cd53,https://databricks.com/tag/posts/wp-content/index/
76f197af-8bd7-4a6a-af3a-400e49b5221f,259d7351-f9cb-449c-8d15-5aee2aac83c1,ios,06-03-2023 01:23:20,view,259d7351-f9cb-449c-8d15-5aee2aac83c1,https://databricks.com/terms/
2f53ff49-6894-4966-ba9d-55ab2554157a,4c03c248-a699-4d5e-9f16-b0d2897d8e93,ios,06-05-2023 18:15:01,view,4c03c248-a699-4d5e-9f16-b0d2897d8e93,https://databricks.com/explore/search/main/homepage.jsp
6a6be629-6124-4ade-9056-8dcab3e08459,b414c64f-17b4-4ba5-987a-c401436e85c8,ios,06-08-2023 07:03:43,view,b414c64f-17b4-4ba5-987a-c401436e85c8,https://databricks.com/categories/blog/search.htm
3ab2788f-ca01-4ed8-ba83-387cf085c6a0,4f574333-b54f-463f-a595-7b00e84ab4d4,other,06-06-2023 16:19:32,click,4f574333-b54f-463f-a595-7b00e84ab4d4,https://databricks.com/post.html
a74e10db-dcd3-4252-9513-d4bff9a9a75b,f9f567ca-dfc2-4bd0-b5ae-0a7d664f5040,other,06-05-2023 12:52:46,click,f9f567ca-dfc2-4bd0-b5ae-0a7d664f5040,https://databricks.com/main/app/posts/homepage/
99ce1dab-63f7-43c0-aa98-cb8e4b993020,10245960-44f8-4b69-9b6e-17b0be7f97d0,ios,06-03-2023 08:56:55,view,10245960-44f8-4b69-9b6e-17b0be7f97d0,https://databricks.com/register/
3a7c9cc9-cc33-46f9-8e67-ee1598f8aa6e,fc897cd8-4a67-44c0-83b2-09422676caf2,other,06-04-2023 13:42:34,click,fc897cd8-4a67-44c0-83b2-09422676caf2,https://databricks.com/tag/list/tags/homepage.html
aa122cf6-974f-4780-a00b-ea1ce8d72451,6e141e34-59da-45fd-8c16-a749354a0ee3,ios,06-01-2023 08:33:54,view,6e141e34-59da-45fd-8c16-a749354a0ee3,https://databricks.com/search/faq/
ec79af95-53c6-49bf-bd63-bf4fd3f76262,a472f63f-ee5d-4dbc-a211-a6441db0eede,other,06-08-2023 17:29:43,click,a472f63f-ee5d-4dbc-a211-a6441db0eede,https://databricks.com/about.html
93eb62ec-e9d0-41a2-bceb-3585e3f0af23,fd250902-90a5-4df6-96ea-7f9ddc10b487,android,06-05-2023 01:43:44,log,fd250902-90a5-4df6-96ea-7f9ddc10b487,https://databricks.com/main/
ed483e44-5fdf-4839-9260-91fc175a957f,e856cac7-ba52-4df4-be31-e86d6981710d,ios,06-02-2023 20:19:12,view,e856cac7-ba52-4df4-be31-e86d6981710d,https://databricks.com/tags/tag/explore/homepage/
ea087f52-6b1e-4d16-b969-26b2bedc4940,cccc926a-02a3-4508-83ea-0704463b5359,ios,06-05-2023 22:33:56,view,cccc926a-02a3-4508-83ea-0704463b5359,https://databricks.com/
7d73f214-a235-455c-9564-d489a38a4004,,ios,06-01-2023 03:34:03,view,,https://databricks.com/faq/
bfc8a070-4127-4b33-8387-2f9a27c53350,92032235-1437-41f7-9bd5-5927822e4d66,ios,06-04-2023 07:41:08,view,92032235-1437-41f7-9bd5-5927822e4d66,https://databricks.com/
69b5e71b-117f-497c-b2dc-7c4a6e15038a,3ab4f629-593b-48a7-9c7e-945c80542762,ios,06-08-2023 15:24:19,view,3ab4f629-593b-48a7-9c7e-945c80542762,https://databricks.com/home/
722a9119-ebbf-4b3a-a1d0-4f541a1f2fe0,48360754-570c-42ee-93bc-08ab6b20fc14,ios,06-02-2023 04:58:29,view,48360754-570c-42ee-93bc-08ab6b20fc14,https://databricks.com/homepage/
125c90c4-cecf-4dab-b7dd-090f035c11b5,85e79959-03fe-43b9-9ff0-fd12ef86963f,other,06-02-2023 01:33:24,click,85e79959-03fe-43b9-9ff0-fd12ef86963f,https://databricks.com/search/
62a26bbc-382a-49c1-b4b0-b71362ac1479,401daa94-b8ae-4427-99bb-d114b0135de5,ios,06-02-2023 09:49:01,view,401daa94-b8ae-4427-99bb-d114b0135de5,https://databricks.com/tags/login.html
0fe6887c-adb1-455c-8453-0b3493eec180,2239a154-7215-4f34-88ed-eaa6bab2db4f,other,06-02-2023 20:32:08,click,2239a154-7215-4f34-88ed-eaa6bab2db4f,https://databricks.com/search/category/tags/login.html
ac241c2a-effd-4eaf-8098-8e68ec271843,deb9478b-37cc-4615-b888-e40cb8b84dde,ios,06-06-2023 17:49:49,view,deb9478b-37cc-4615-b888-e40cb8b84dde,https://databricks.com/wp-content/post.html
c401cf95-42fc-4d03-82b5-0f94b3f9fd09,0498d9b8-dd16-45d5-86e5-4f72cb677b28,other,06-06-2023 16:42:33,click,0498d9b8-dd16-45d5-86e5-4f72cb677b28,https://databricks.com/blog/category/
9831704e-6347-4330-97e8-9f4e7eebe067,215cdfcc-94b2-40e3-85bc-97041e8fe350,other,06-01-2023 02:34:36,click,215cdfcc-94b2-40e3-85bc-97041e8fe350,https://databricks.com/
0e253cba-603e-4ea1-b5b2-a329648e214b,c6e154b8-b851-404c-b3a5-beb65f515576,other,06-05-2023 18:07:05,click,c6e154b8-b851-404c-b3a5-beb65f515576,https://databricks.com/
04ce44be-88ee-4b5f-b5df-5774c7ca70ce,0426d99b-207d-4752-98e5-8c740a46265f,android,06-09-2023 17:08:30,log,0426d99b-207d-4752-98e5-8c740a46265f,https://databricks.com/blog/app/main/index/
842d857c-7d4e-4d83-8e2c-a69568494db7,506a4fb1-a582-456c-b938-96f1a319bf16,ios,06-01-2023 03:15:24,view,506a4fb1-a582-456c-b938-96f1a319bf16,https://databricks.com/blog/list/tag/main/
3287f216-e167-45a5-b2ae-2b84f0b2a5b4,a12e24ae-6ced-4923-8ccc-6e99a21a5554,ios,06-07-2023 01:55:46,view,a12e24ae-6ced-4923-8ccc-6e99a21a5554,https://databricks.com/blog/main/
994c601b-df0a-4d4e-af44-4e72519f9f87,09e163cb-06ad-4437-beac-0baf86cccc0a,other,06-06-2023 05:17:38,click,09e163cb-06ad-4437-beac-0baf86cccc0a,https://databricks.com/category/category/
b52d187f-43a7-4577-8671-afdf6f960a98,ab37d498-df02-4cbc-b6ce-eae29783987a,ios,06-09-2023 00:33:56,view,ab37d498-df02-4cbc-b6ce-eae29783987a,https://databricks.com/search.htm
425d2c8c-27c9-44a8-bc4b-00caa246763f,cd4f908c-8e9f-4878-ab5b-bd664a4d901f,android,06-06-2023 05:40:51,log,cd4f908c-8e9f-4878-ab5b-bd664a4d901f,https://databricks.com/tags/list/category/
1a3fb74c-bc73-48ed-95e0-ea1bfb062216,5ce0366e-298e-4317-89f5-6d1d7531058f,other,06-05-2023 02:21:12,click,5ce0366e-298e-4317-89f5-6d1d7531058f,https://databricks.com/home/
0c28dfce-27e3-4300-82d2-b60f1b5cc8e0,ac28e295-d68b-45bc-ba63-7c3762fd6bbf,ios,06-09-2023 19:59:13,view,ac28e295-d68b-45bc-ba63-7c3762fd6bbf,https://databricks.com/tags/main/wp-content/author/
9f02f447-6959-40da-ba07-9e820feaf2e8,258fa828-4132-4707-91af-b5f0a9a70284,ios,06-02-2023 11:12:55,view,258fa828-4132-4707-91af-b5f0a9a70284,https://databricks.com/categories/list/post/
4f7e85ea-877b-4fd2-8f80-b416bf7b98ec,a6a3e9b0-f3e7-47cc-a09d-67acdee8c6fe,android,06-06-2023 02:15:17,log,a6a3e9b0-f3e7-47cc-a09d-67acdee8c6fe,https://databricks.com/about.php
304db06c-ab52-4f11-8567-a9ef1c0a98a5,524a7eb7-c43b-4f58-a7fe-edc98f0930a2,ios,06-06-2023 16:34:34,view,524a7eb7-c43b-4f58-a7fe-edc98f0930a2,https://databricks.com/main/tags/terms/
3a3213d2-cace-4d36-8be0-738f8c8b6097,898d102f-ff47-4727-bf94-e2e6940845f6,other,06-09-2023 02:20:02,click,898d102f-ff47-4727-bf94-e2e6940845f6,https://databricks.com/
38839491-0a9f-452e-96c0-d7845b6f01ec,39668410-7a5d-4a16-a102-d7979cf4b24b,other,06-07-2023 16:13:31,click,39668410-7a5d-4a16-a102-d7979cf4b24b,https://databricks.com/blog/terms.htm
20e986f0-3590-454e-8e63-8cc6fe6add5c,4e6dae37-3acf-4915-a54d-aecae9e8f443,other,06-01-2023 18:10:33,click,4e6dae37-3acf-4915-a54d-aecae9e8f443,https://databricks.com/search/
dbbe45dc-f122-4fcd-88af-bc523d1c6a49,cbc495e9-2996-4f85-ba4f-94f310202a65,ios,06-01-2023 03:46:15,view,cbc495e9-2996-4f85-ba4f-94f310202a65,https://databricks.com/homepage/
9a4e122a-84be-4e80-ac69-dcde7fd4408d,a447e97f-ba46-46cc-be47-db02cf3b5b68,other,06-09-2023 17:12:44,click,a447e97f-ba46-46cc-be47-db02cf3b5b68,https://databricks.com/app/explore/login/
aeaa19dd-d5ef-4292-b4c4-6cc642128504,b2ef1735-4331-4add-8663-34cfaa9b9da9,ios,06-06-2023 22:37:39,view,b2ef1735-4331-4add-8663-34cfaa9b9da9,https://databricks.com/main/
3fad50bb-016f-4d4f-bc4e-baf3b2b7d1d9,7fda30b5-1b78-43c0-a2c6-05e93e24aa6e,ios,06-03-2023 10:36:07,view,7fda30b5-1b78-43c0-a2c6-05e93e24aa6e,https://databricks.com/terms/
97454467-d580-4130-829c-2f2b016215a5,b75ff08a-a16d-4427-9707-16113c4eadde,other,06-08-2023 10:58:09,click,b75ff08a-a16d-4427-9707-16113c4eadde,https://databricks.com/category.htm
56c36cbf-12f1-4342-9bf3-8302293e51df,0c634662-b168-4f0e-9b47-61914bda90b9,other,06-05-2023 05:43:18,click,0c634662-b168-4f0e-9b47-61914bda90b9,https://databricks.com/index/
2b556bca-3414-432b-940a-1a99a5d119af,9923ca42-2e24-476b-b839-d6b433645c5d,ios,06-04-2023 12:16:24,view,9923ca42-2e24-476b-b839-d6b433645c5d,https://databricks.com/author.asp
0f5587aa-c930-4f7d-b70a-1f4b6d987e16,b57f3e48-96ca-49f3-9990-094c62bddbfe,ios,06-07-2023 22:45:56,view,b57f3e48-96ca-49f3-9990-094c62bddbfe,https://databricks.com/search.htm
0721898e-0dd2-4da2-ab51-14c8e7ded64d,dd9f9bc1-23bd-4ed6-bc4f-cf7ebe385ce7,ios,06-05-2023 13:44:41,view,dd9f9bc1-23bd-4ed6-bc4f-cf7ebe385ce7,https://databricks.com/index/
fec11eb7-276d-4419-84c0-aa5e1bac3768,27cd85d4-59d7-4cfa-a6f6-dc60248cb5ab,ios,06-04-2023 19:57:29,view,27cd85d4-59d7-4cfa-a6f6-dc60248cb5ab,https://databricks.com/
